A0A,46587
A0B,19792
A0C,12587
A0E,22294
A0G,35266
A0H,17804
A0J,7880
A0K,26058
A0L,7643
A0M,6200
A0N,13815
A0P,13721
A0R,2543
A1A,30382
A1B,19867
A1C,12712
A1E,27115
A1G,5777
A1H,5493
A1K,12253
A1L,21376
A1M,8058
A1N,22957
A1S,6142
A1V,11698
A1W,11209
A1X,15003
A1Y,5669
A2A,9610
A2B,4909
A2H,26092
A2N,8904
A2V,7288
A5A,8111
A8A,6901
B0C,2649
B0E,25881
B0H,9953
B0J,39302
B0K,35895
B0L,2364
B0M,16997
B0N,39559
B0P,40417
B0R,5779
B0S,17212
B0T,14607
B0V,5809
B0W,26951
B1A,15937
B1B,1196
B1C,1654
B1E,1564
B1G,1867
B1H,9642
B1J,969
B1K,3049
B1L,4905
B1M,1130
B1N,5705
B1P,14296
B1R,4318
B1S,8548
B1T,354
B1V,6311
B1W,3422
B1X,843
B1Y,5885
B2A,8017
B2C,290
B2E,41
B2G,14361
B2H,14477
B2J,68
B2N,19842
B2R,2459
B2S,7583
B2T,16980
B2V,12230
B2W,32537
B2X,11629
B2Y,14595
B2Z,8258
B3A,20131
B3B,1438
B3E,6782
B3G,10593
B3H,18814
B3J,5901
B3K,20591
B3L,17534
B3M,32204
B3N,13604
B3P,9347
B3R,8484
B3S,12895
B3T,16884
B3V,5999
B3Z,16905
B4A,17900
B4B,13028
B4C,18195
B4E,18259
B4G,5055
B4H,13422
B4N,17382
B4P,7784
B4R,2985
B4V,20167
B5A,15479
B6L,13007
B9A,4492
C0A,44095
C0B,28575
C1A,24839
C1B,13203
C1C,4266
C1E,11466
C1N,16463
E1A,43012
E1B,19667
E1C,23686
E1E,11006
E1G,22554
E1H,7421
E1J,3436
E1N,11344
E1V,13544
E1W,6935
E1X,14040
E2A,17205
E2E,19526
E2G,5079
E2H,4700
E2J,15813
E2K,17495
E2L,7566
E2M,18715
E2N,4275
E2P,1391
E2R,10
E2S,6822
E2V,14649
E3A,28167
E3B,36946
E3C,11594
E3E,4600
E3G,8687
E3L,8618
E3N,13533
E3V,11742
E3Y,7355
E3Z,4080
E4A,2926
E4B,4190
E4C,2186
E4E,8906
E4G,2737
E4H,4014
E4J,4840
E4K,6315
E4L,7009
E4M,1772
E4N,3712
E4P,14586
E4R,6285
E4S,7013
E4T,2159
E4V,4246
E4W,8069
E4X,2976
E4Y,3038
E4Z,5618
E5A,1698
E5B,3037
E5C,4221
E5E,872
E5G,2505
E5H,2825
E5J,1960
E5K,7123
E5L,2871
E5M,2028
E5N,11668
E5P,2546
E5R,1446
E5S,1774
E5T,3035
E5V,797
E6A,1254
E6B,1590
E6C,2044
E6E,1512
E6G,2519
E6H,1210
E6J,1185
E6K,3787
E6L,4660
E7A,3707
E7B,5701
E7C,5229
E7E,4279
E7G,3720
E7H,5577
E7J,2069
E7K,2564
E7L,5195
E7M,9908
E7N,2966
E7P,3591
E8A,3679
E8B,2333
E8C,3544
E8E,5224
E8G,2642
E8J,5614
E8K,8668
E8L,2356
E8M,2059
E8N,2549
E8P,3450
E8R,3174
E8S,4578
E8T,5758
E9A,2254
E9B,2336
E9C,2115
E9E,3953
E9G,5290
E9H,3041
G0A,86140
G0C,47114
G0E,4773
G0G,17665
G0H,10540
G0J,29251
G0K,11587
G0L,59524
G0M,34021
G0N,19489
G0P,6816
G0R,83573
G0S,68020
G0T,14063
G0V,17614
G0W,36076
G0X,58779
G0Y,9052
G0Z,8596
G1A,0
G1B,16337
G1C,36407
G1E,27071
G1G,24695
G1H,29105
G1J,23388
G1K,18309
G1L,22729
G1M,19697
G1N,8053
G1P,16514
G1R,16663
G1S,25741
G1T,6378
G1V,18530
G1W,21091
G1X,25855
G1Y,12653
G2A,15482
G2B,24546
G2C,11767
G2E,20674
G2G,10676
G2J,2953
G2K,10961
G2L,14090
G2M,5301
G2N,8134
G3A,19198
G3B,7925
G3C,8977
G3E,15629
G3G,10098
G3H,9252
G3J,10341
G3K,18534
G3L,10309
G3M,7200
G3N,9942
G3Z,7142
G4A,3085
G4R,20973
G4S,5208
G4T,12475
G4V,6616
G4W,14326
G4X,14568
G4Z,9859
G5A,8332
G5B,6294
G5C,11771
G5H,6789
G5J,6221
G5L,29258
G5M,8471
G5N,7969
G5R,19500
G5T,2863
G5V,11255
G5X,6290
G5Y,23460
G5Z,6882
G6A,2330
G6B,8179
G6C,7046
G6E,13537
G6G,19707
G6H,7142
G6J,10513
G6K,8366
G6L,15172
G6P,29233
G6R,4598
G6S,5029
G6T,10291
G6V,31698
G6W,23942
G6X,9751
G6Y,5618
G6Z,23607
G7A,22834
G7B,17957
G7G,16737
G7H,28516
G7J,14860
G7K,648
G7N,6367
G7P,7244
G7S,20099
G7T,901
G7X,25725
G7Y,622
G7Z,2823
G8A,6179
G8B,22664
G8C,4209
G8E,3841
G8G,3991
G8H,10303
G8J,4154
G8K,10238
G8L,14753
G8M,5286
G8N,2533
G8P,7537
G8T,28121
G8V,9484
G8W,10311
G8Y,32509
G8Z,13573
G9A,20220
G9B,16948
G9C,3247
G9H,13028
G9N,16114
G9P,11318
G9R,2274
G9T,15914
G9X,10745
H0M,1202
H1A,32516
H1B,20160
H1C,14678
H1E,42420
H1G,48556
H1H,36127
H1J,10308
H1K,34821
H1L,33468
H1M,29359
H1N,23870
H1P,18063
H1R,30903
H1S,25737
H1T,31338
H1V,22086
H1W,28889
H1X,30366
H1Y,27172
H1Z,35472
H2A,19651
H2B,17678
H2C,18692
H2E,24297
H2G,21981
H2H,14671
H2J,26559
H2K,28727
H2L,24222
H2M,18621
H2N,6334
H2P,14693
H2R,22436
H2S,27359
H2T,16272
H2V,31323
H2W,11305
H2X,19901
H2Y,3455
H2Z,2313
H3A,3580
H3B,581
H3C,10877
H3E,20461
H3G,7457
H3H,19025
H3J,11071
H3K,14919
H3L,20636
H3M,15478
H3N,28277
H3P,10208
H3R,9650
H3S,33125
H3T,12817
H3V,6648
H3W,30678
H3X,23069
H3Y,9747
H3Z,11813
H4A,26453
H4B,20368
H4C,17052
H4E,30513
H4G,29488
H4H,19268
H4J,18205
H4K,11257
H4L,36795
H4M,12325
H4N,29755
H4P,7149
H4R,27065
H4S,560
H4T,0
H4V,20338
H4W,24742
H4X,6289
H4Y,5
H4Z,10
H5A,0
H5B,5
H7A,20918
H7B,3037
H7C,8985
H7E,26385
H7G,21157
H7H,13828
H7J,2215
H7K,22259
H7L,37252
H7M,27898
H7N,42318
H7P,35056
H7R,30051
H7S,7346
H7T,24155
H7V,22594
H7W,41619
H7X,26124
H7Y,9796
H8N,29465
H8P,22706
H8R,29913
H8S,24407
H8T,14796
H8Y,19057
H8Z,15161
H9A,15691
H9B,20943
H9C,11613
H9E,3098
H9G,15512
H9H,25449
H9J,21728
H9K,8557
H9P,3925
H9R,23861
H9S,22580
H9W,19324
H9X,9702
J0A,18840
J0B,62359
J0C,22745
J0E,48182
J0G,18556
J0H,52238
J0J,41213
J0K,139128
J0L,75957
J0M,23550
J0N,49434
J0P,39721
J0R,35633
J0S,31968
J0T,46277
J0V,25928
J0W,16025
J0X,45720
J0Y,29439
J0Z,34120
J1A,9251
J1C,6626
J1E,23643
J1G,19936
J1H,27256
J1J,14462
J1K,6904
J1L,14301
J1M,5376
J1N,32394
J1R,10423
J1S,7919
J1T,7693
J1X,31584
J1Z,5612
J2A,11724
J2B,30349
J2C,29763
J2E,4086
J2G,28283
J2H,19822
J2J,18115
J2K,16665
J2L,9052
J2M,6941
J2N,8909
J2R,10241
J2S,29128
J2T,16309
J2W,28279
J2X,19786
J2Y,5672
J3A,8455
J3B,32742
J3E,29847
J3G,31982
J3H,25815
J3L,48606
J3M,10751
J3N,17059
J3P,24977
J3R,14199
J3T,8169
J3V,25953
J3X,21257
J3Y,61954
J3Z,4863
J4B,41671
J4G,9875
J4H,15144
J4J,29492
J4K,25903
J4L,30266
J4M,13048
J4N,9876
J4P,10798
J4R,9982
J4S,6155
J4T,17836
J4V,16543
J4W,18319
J4X,17657
J4Y,23179
J4Z,26576
J5A,27312
J5B,7443
J5C,17047
J5J,15690
J5K,16019
J5L,20067
J5M,20788
J5R,45157
J5T,13657
J5V,7152
J5W,25868
J5X,8693
J5Y,29382
J5Z,27327
J6A,33489
J6E,43876
J6J,23457
J6K,24449
J6N,15189
J6R,13115
J6S,23518
J6T,17227
J6V,12315
J6W,32007
J6X,23026
J6Y,19967
J6Z,18958
J7A,14083
J7B,13029
J7C,41925
J7E,30476
J7G,17218
J7H,6982
J7J,23008
J7K,34964
J7L,11728
J7M,24207
J7N,27495
J7P,24790
J7R,36714
J7T,26699
J7V,63003
J7W,14558
J7X,5368
J7Y,24934
J7Z,29351
J8A,9113
J8B,12919
J8C,10559
J8E,9687
J8G,7849
J8H,13810
J8L,18626
J8M,12981
J8N,12054
J8P,33621
J8R,29175
J8T,39349
J8V,26483
J8X,9749
J8Y,23241
J8Z,14938
J9A,21438
J9B,6898
J9E,7769
J9H,31023
J9J,32714
J9L,14002
J9P,32766
J9T,13381
J9V,3462
J9X,23669
J9Y,10201
J9Z,7340
K0A,103474
K0B,20945
K0C,52154
K0E,38903
K0G,37097
K0H,44019
K0J,33702
K0K,111372
K0L,71343
K0M,49388
K1A,589
K1B,17110
K1C,37662
K1E,14803
K1G,34075
K1H,15796
K1J,26931
K1K,29499
K1L,17021
K1M,6695
K1N,25063
K1P,340
K1R,18730
K1S,28660
K1T,35432
K1V,54835
K1W,10032
K1X,835
K1Y,19774
K1Z,20983
K2A,16790
K2B,32260
K2C,27941
K2E,19034
K2G,49222
K2H,26402
K2J,68963
K2K,24431
K2L,19162
K2M,27028
K2P,17603
K2R,1188
K2S,32061
K2T,9447
K2V,2435
K2W,8660
K4A,54524
K4B,4793
K4C,4530
K4K,15368
K4M,11009
K4P,9821
K4R,7435
K6A,12538
K6H,30949
K6J,17644
K6K,3153
K6T,556
K6V,27782
K7A,16626
K7C,17666
K7G,8297
K7H,15009
K7K,31621
K7L,17749
K7M,47676
K7N,7900
K7P,21653
K7R,14406
K7S,12986
K7V,13438
K8A,25771
K8B,442
K8H,15205
K8N,28462
K8P,21289
K8R,1418
K8V,27192
K9A,25677
K9H,28597
K9J,43047
K9K,13155
K9L,7364
K9V,27760
L0A,13590
L0B,15146
L0C,9414
L0E,20497
L0G,39873
L0H,3385
L0J,5003
L0K,34722
L0L,46902
L0M,35844
L0N,5050
L0P,8543
L0R,97999
L0S,55265
L1A,15304
L1B,11977
L1C,43531
L1E,27117
L1G,41124
L1H,31261
L1J,41793
L1K,39697
L1L,5742
L1M,21878
L1N,47572
L1P,17479
L1R,40287
L1S,40689
L1T,50536
L1V,51910
L1W,17033
L1X,19481
L1Y,2005
L1Z,28446
L2A,16532
L2E,20956
L2G,26096
L2H,25616
L2J,14463
L2M,32759
L2N,30648
L2P,14517
L2R,24496
L2S,19006
L2T,10684
L2V,16268
L2W,2043
L3B,22980
L3C,31670
L3K,18226
L3M,26845
L3P,37764
L3R,62298
L3S,56117
L3T,50669
L3V,44915
L3X,42239
L3Y,44469
L3Z,33666
L4A,42174
L4B,35858
L4C,71152
L4E,52207
L4G,55445
L4H,68382
L4J,77214
L4K,15591
L4L,54282
L4M,45991
L4N,98663
L4P,28916
L4R,18153
L4S,35803
L4T,38445
L4V,5
L4W,20761
L4X,19592
L4Y,23796
L4Z,38102
L5A,47828
L5B,63394
L5C,29687
L5E,12731
L5G,20206
L5H,17608
L5J,28089
L5K,13967
L5L,44860
L5M,104868
L5N,84829
L5R,37126
L5S,5
L5T,5
L5V,50821
L5W,24871
L6A,85794
L6B,29411
L6C,50929
L6E,36356
L6G,5370
L6H,60913
L6J,24673
L6K,13009
L6L,29742
L6M,65493
L6P,82182
L6R,88002
L6S,53308
L6T,38451
L6V,41853
L6W,22128
L6X,67070
L6Y,87654
L6Z,32749
L7A,80236
L7B,14863
L7C,24632
L7E,33934
L7G,46057
L7J,13634
L7K,8231
L7L,46761
L7M,47925
L7N,12972
L7P,29700
L7R,15866
L7S,12191
L7T,17728
L8E,39398
L8G,21547
L8H,25892
L8J,24381
L8K,31449
L8L,30825
L8M,13533
L8N,13819
L8P,22734
L8R,10817
L8S,14311
L8T,19042
L8V,21207
L8W,25793
L9A,24904
L9B,24033
L9C,40155
L9E,723
L9G,23560
L9H,31125
L9J,596
L9K,14264
L9L,14897
L9M,14825
L9N,11533
L9P,16814
L9R,21313
L9S,28567
L9T,103839
L9V,13643
L9W,44867
L9Y,24766
L9Z,20647
M1B,66108
M1C,35626
M1E,46943
M1G,29690
M1H,24383
M1J,36699
M1K,48434
M1L,35081
M1M,22913
M1N,22136
M1P,45571
M1R,29858
M1S,37769
M1T,34588
M1V,54680
M1W,48471
M1X,15097
M2H,24497
M2J,58293
M2K,23852
M2L,11717
M2M,32320
M2N,75897
M2P,7843
M2R,40792
M3A,34615
M3B,13324
M3C,39153
M3H,37011
M3J,25473
M3K,5997
M3L,17339
M3M,24046
M3N,41958
M4A,14443
M4B,18628
M4C,46866
M4E,25044
M4G,19076
M4H,19688
M4J,35738
M4K,31583
M4L,32640
M4M,24689
M4N,15330
M4P,20039
M4R,11394
M4S,26506
M4T,10463
M4V,18241
M4W,14561
M4X,20822
M4Y,30472
M5A,41078
M5B,12785
M5C,2951
M5E,9118
M5G,8423
M5H,2005
M5J,14545
M5K,0
M5L,0
M5M,25975
M5N,16610
M5P,19423
M5R,26496
M5S,15372
M5T,17748
M5V,49195
M5W,15
M5X,10
M6A,21048
M6B,28522
M6C,24596
M6E,38041
M6G,32086
M6H,44950
M6J,32684
M6K,40957
M6L,20616
M6M,42434
M6N,41243
M6P,40035
M6R,19857
M6S,34299
M7A,10
M7Y,10
M8V,37975
M8W,20674
M8X,10787
M8Y,21299
M8Z,17038
M9A,35594
M9B,32400
M9C,38291
M9L,11950
M9M,22263
M9N,25074
M9P,20874
M9R,33743
M9V,55959
M9W,40684
N0A,29853
N0B,80222
N0C,15438
N0E,34772
N0G,83818
N0H,48330
N0J,32428
N0K,24378
N0L,46908
N0M,64764
N0N,40649
N0P,52190
N0R,46403
N1A,12000
N1C,3829
N1E,40591
N1G,27330
N1H,43789
N1K,9266
N1L,14311
N1M,15998
N1P,7594
N1R,42210
N1S,19510
N1T,17670
N2A,29858
N2B,16501
N2C,16111
N2E,39149
N2G,13407
N2H,21058
N2J,18659
N2K,27253
N2L,27758
N2M,33221
N2N,26490
N2P,19975
N2R,12302
N2T,20701
N2V,16900
N2Z,10856
N3A,16123
N3B,12418
N3C,26662
N3E,279
N3H,21544
N3L,14684
N3P,8597
N3R,34276
N3S,25765
N3T,34317
N3V,1607
N3W,13409
N3Y,22419
N4B,7772
N4G,19389
N4K,28286
N4L,8117
N4N,9901
N4S,32254
N4T,10818
N4V,2983
N4W,11199
N4X,9791
N4Z,2432
N5A,31302
N5C,14856
N5H,15199
N5L,2795
N5P,19945
N5R,27368
N5V,30857
N5W,23250
N5X,32897
N5Y,34037
N5Z,23755
N6A,11317
N6B,10103
N6C,30510
N6E,27508
N6G,40677
N6H,40604
N6J,26943
N6K,34766
N6L,3023
N6M,5747
N6N,671
N6P,8796
N7A,11720
N7G,17880
N7L,24724
N7M,24479
N7S,27879
N7T,26347
N7V,11877
N7W,1935
N7X,1094
N8A,13975
N8H,25905
N8M,11110
N8N,24162
N8P,12195
N8R,12085
N8S,21819
N8T,17658
N8W,23796
N8X,15575
N8Y,18935
N9A,25160
N9B,17804
N9C,11484
N9E,20688
N9G,19787
N9H,10227
N9J,19358
N9K,2761
N9V,20208
N9Y,14814
P0A,16481
P0B,9138
P0C,3834
P0E,3149
P0G,3119
P0H,31187
P0J,20848
P0K,11374
P0L,24896
P0M,49750
P0N,9420
P0P,19461
P0R,12479
P0S,9869
P0T,33027
P0V,21722
P0W,6410
P0X,8133
P0Y,30
P1A,16586
P1B,32345
P1C,3395
P1H,16271
P1L,16548
P1P,10393
P2A,12990
P2B,9747
P2N,7188
P3A,24053
P3B,15548
P3C,16249
P3E,27210
P3G,4001
P3L,8036
P3N,8125
P3P,15468
P3Y,7455
P4N,24575
P4P,3367
P4R,4847
P5A,10741
P5E,5229
P5N,8467
P6A,34720
P6B,22847
P6C,19322
P7A,28418
P7B,21917
P7C,21880
P7E,20997
P7G,12432
P7J,5130
P7K,6521
P7L,1942
P8N,10048
P8T,5002
P9A,10651
P9N,14009
R0A,46213
R0B,48048
R0C,52620
R0E,46836
R0G,44069
R0H,16938
R0J,27342
R0K,27772
R0L,26815
R0M,19864
R1A,21390
R1B,252
R1C,3714
R1N,16788
R2C,33556
R2E,9256
R2G,33030
R2H,15914
R2J,26499
R2K,33413
R2L,14818
R2M,38195
R2N,30306
R2P,32557
R2R,21377
R2V,35235
R2W,28874
R2X,19149
R2Y,19887
R3A,4711
R3B,12963
R3C,14364
R3E,19703
R3G,25490
R3H,106
R3J,27636
R3K,12444
R3L,20078
R3M,22582
R3N,16847
R3P,19605
R3R,24684
R3S,538
R3T,48009
R3V,6400
R3W,9845
R3X,17962
R3Y,21896
R4A,4520
R4G,1174
R4H,2611
R4J,953
R4K,883
R4L,1219
R5A,3408
R5G,21738
R5H,5839
R6M,10229
R6W,20229
R7A,29405
R7B,20977
R7C,2448
R7N,10321
R8A,5300
R8N,13848
R9A,6673
S0A,52641
S0C,23395
S0E,32755
S0G,63488
S0H,22746
S0J,49995
S0K,89853
S0L,30870
S0M,48321
S0N,21447
S0P,7249
S2V,865
S3N,18658
S4A,12481
S4H,11193
S4L,5646
S4M,153
S4N,31167
S4P,13423
S4R,35561
S4S,34958
S4T,31932
S4V,28386
S4W,8283
S4X,27895
S4Y,4537
S4Z,1200
S6H,27471
S6J,5317
S6K,1415
S6V,41092
S6W,141
S6X,2141
S7H,35686
S7J,31223
S7K,39174
S7L,39478
S7M,31112
S7N,27214
S7P,158
S7R,8056
S7S,5906
S7T,13202
S7V,10780
S7W,13625
S9A,15547
S9H,18070
S9V,14694
S9X,7798
T0A,59234
T0B,64072
T0C,62701
T0E,43729
T0G,42905
T0H,84336
T0J,50783
T0K,55487
T0L,61161
T0M,67484
T0P,3631
T0V,19
T1A,25409
T1B,32769
T1C,9391
T1G,10339
T1H,27385
T1J,22960
T1K,45932
T1L,7442
T1M,9379
T1P,16843
T1R,17011
T1S,32951
T1V,15593
T1W,14755
T1X,22496
T1Y,57237
T1Z,639
T2A,59641
T2B,23418
T2C,20406
T2E,34729
T2G,14370
T2H,9372
T2J,46394
T2K,35544
T2L,14214
T2M,21086
T2N,26342
T2P,13056
T2R,13879
T2S,14637
T2T,29706
T2V,33450
T2W,42377
T2X,43339
T2Y,61344
T2Z,68438
T3A,53224
T3B,37348
T3C,23519
T3E,41415
T3G,59025
T3H,71251
T3J,77605
T3K,80792
T3L,30168
T3M,40268
T3N,12483
T3P,15578
T3R,23866
T3S,303
T3Z,11209
T4A,16054
T4B,48548
T4C,30566
T4E,2252
T4G,12696
T4H,12316
T4J,11373
T4L,17128
T4M,4742
T4N,33829
T4P,32478
T4R,36570
T4S,20374
T4T,13389
T4V,20843
T4X,20715
T5A,35049
T5B,15746
T5C,16192
T5E,32242
T5G,12793
T5H,26290
T5J,5281
T5K,22814
T5L,17124
T5M,15261
T5N,14579
T5P,21557
T5R,25867
T5S,4843
T5T,69914
T5V,146
T5W,20652
T5X,41912
T5Y,45947
T5Z,30715
T6A,14767
T6B,9503
T6C,20587
T6E,22674
T6G,12634
T6H,30171
T6J,47109
T6K,29838
T6L,51562
T6M,28187
T6N,25
T6P,1798
T6R,45145
T6S,96
T6T,37150
T6V,19927
T6W,50904
T6X,35649
T7A,11756
T7E,13989
T7N,7795
T7P,7536
T7S,12691
T7V,10575
T7X,44071
T7Y,6891
T7Z,26014
T8A,43987
T8B,6440
T8C,4502
T8E,8104
T8G,4848
T8H,28688
T8L,26423
T8N,65527
T8R,15088
T8S,8007
T8T,7037
T8V,31893
T8W,21466
T8X,19287
T9A,15660
T9C,6831
T9E,31710
T9G,7159
T9H,26732
T9J,3630
T9K,39305
T9M,18253
T9N,9082
T9S,6898
T9V,20959
T9W,8062
T9X,5841
V0A,13920
V0B,33080
V0C,28830
V0E,65606
V0G,26047
V0H,53380
V0J,52919
V0K,32908
V0L,4577
V0M,11761
V0N,79501
V0P,6726
V0R,66795
V0S,266
V0T,8645
V0V,2033
V0W,557
V0X,20629
V1A,8414
V1B,21395
V1C,25413
V1E,19344
V1G,15676
V1H,13427
V1J,23782
V1K,9265
V1L,16801
V1M,31176
V1N,12546
V1P,8028
V1R,10021
V1S,11279
V1T,27997
V1V,21155
V1W,34573
V1X,33273
V1Y,34310
V1Z,14368
V2A,37469
V2B,39843
V2C,23661
V2E,14672
V2G,17970
V2H,6201
V2J,22667
V2K,20924
V2L,9947
V2M,23318
V2N,32137
V2P,36329
V2R,48608
V2S,48647
V2T,56111
V2V,33534
V2W,19022
V2X,47944
V2Y,35222
V2Z,15520
V3A,42397
V3B,56524
V3C,38818
V3E,39365
V3G,24150
V3H,37222
V3J,40921
V3K,30495
V3L,27724
V3M,43423
V3N,39354
V3R,57844
V3S,95349
V3T,38549
V3V,48927
V3W,92447
V3X,28510
V3Y,18861
V3Z,29265
V4A,36390
V4B,19952
V4C,44169
V4E,11839
V4G,86
V4K,24414
V4L,7893
V4M,14512
V4N,78675
V4P,12224
V4R,15285
V4S,7326
V4T,27996
V4V,14614
V4W,19443
V4X,12774
V4Z,4851
V5A,23960
V5B,22454
V5C,30408
V5E,26272
V5G,19862
V5H,38845
V5J,21918
V5K,23016
V5L,19720
V5M,23053
V5N,35045
V5P,31920
V5R,46565
V5S,28773
V5T,23911
V5V,24560
V5W,19706
V5X,28820
V5Y,17201
V5Z,22547
V6A,18719
V6B,29376
V6C,2554
V6E,26907
V6G,27198
V6H,17848
V6J,22188
V6K,26424
V6L,10479
V6M,16348
V6N,14057
V6P,30697
V6R,19416
V6S,12152
V6T,12722
V6V,11177
V6W,1628
V6X,33695
V6Y,47768
V6Z,17832
V7A,26618
V7B,814
V7C,39252
V7E,37357
V7G,11673
V7H,13232
V7J,16743
V7K,12391
V7L,26608
V7M,20181
V7N,14883
V7P,13034
V7R,14770
V7S,10521
V7T,9274
V7V,14952
V7W,8611
V7X,0
V7Y,5
V8A,18135
V8B,11772
V8C,8131
V8G,19144
V8J,12275
V8K,10561
V8L,23422
V8M,16168
V8N,25065
V8P,18167
V8R,23572
V8S,17102
V8T,20136
V8V,25892
V8W,5201
V8X,23811
V8Y,9830
V8Z,31079
V9A,38699
V9B,44244
V9C,22785
V9E,5155
V9G,14772
V9H,9304
V9J,8715
V9K,15654
V9L,34378
V9M,17208
V9N,30080
V9P,25359
V9R,28376
V9S,16641
V9T,33103
V9V,10934
V9W,28743
V9X,10300
V9Y,25269
V9Z,17456
X0A,18958
X0B,6543
X0C,10443
X0E,21232
X0G,500
X1A,20054
Y0A,1641
Y0B,6561
Y1A,27672
